"id","Title","taxon","file","author","post_date","size","size_raw","type","NonSpecimen","Date","Time","Duration","deployment","lat","lon","time_of_day","license","info_url","device","rights_holder","country","locality","sample_rate","channels"
"14959","2f: 23/07/16: 2300: Sandstone: 3","","https://bio.acousti.ca/sites/default/files/SM3OW3_0%2B1_20160723_230000.wav","Hannah O'Sullivan","2016-10-10 14:43","27.47 MB","28802038","audio/x-wav","Soundscape","2016-07-23","0.9583333333333334","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/14959","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"14960","2g: 24/07/16: 0000: Sandstone: 3","","https://bio.acousti.ca/sites/default/files/SM3OW3_0%2B1_20160724_000000.wav","Hannah O'Sullivan","2016-10-10 14:43","27.47 MB","28802038","audio/x-wav","Soundscape","2016-07-24","0","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/14960","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"14961","2h: 24/07/16: 0100: Sandstone: 3","","https://bio.acousti.ca/sites/default/files/SM3OW3_0%2B1_20160724_010000.wav","Hannah O'Sullivan","2016-10-10 14:43","27.47 MB","28802038","audio/x-wav","Soundscape","2016-07-24","0.04166666666666666","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/14961","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"14962","2i: 24/07/16: 0200: Sandstone: 3","","https://bio.acousti.ca/sites/default/files/SM3OW3_0%2B1_20160724_020000.wav","Hannah O'Sullivan","2016-10-10 14:43","27.47 MB","28802038","audio/x-wav","Soundscape","2016-07-24","0.08333333333333333","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/14962","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"14963","2j: 24/07/16: 0300: Sandstone: 3","","https://bio.acousti.ca/sites/default/files/SM3OW3_0%2B1_20160724_030000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802038","audio/x-wav","Soundscape","2016-07-24","0.125","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/14963","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"14964","2k: 24/07/16: 0400: Sandstone: 3","","https://bio.acousti.ca/sites/default/files/SM3OW3_0%2B1_20160724_040000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802038","audio/x-wav","Soundscape","2016-07-24","0.1666666666666667","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/14964","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"14965","2l: 24/07/16: 0500: Sandstone: 3","","https://bio.acousti.ca/sites/default/files/SM3OW3_0%2B1_20160724_050000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802038","audio/x-wav","Soundscape","2016-07-24","0.2083333333333333","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/14965","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"14966","3a: 24/07/16: 1800: Sandstone: 3","","https://bio.acousti.ca/sites/default/files/SM3OW3_0%2B1_20160724_180000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802038","audio/x-wav","Soundscape","2016-07-24","0.75","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/14966","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"14967","3b: 24/07/16: 1900: Sandstone: 3","","https://bio.acousti.ca/sites/default/files/SM3OW3_0%2B1_20160724_190000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802038","audio/x-wav","Soundscape","2016-07-24","0.7916666666666666","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/14967","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"14968","3c: 24/07/16: 2000: Sandstone: 3","","https://bio.acousti.ca/sites/default/files/SM3OW3_0%2B1_20160724_200000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802038","audio/x-wav","Soundscape","2016-07-24","0.8333333333333334","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/14968","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"14969","3d: 24/07/16: 2100: Sandstone: 3","","https://bio.acousti.ca/sites/default/files/SM3OW3_0%2B1_20160724_210000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802038","audio/x-wav","Soundscape","2016-07-24","0.875","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/14969","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"14970","3e: 24/07/16: 2200: Sandstone: 3","","https://bio.acousti.ca/sites/default/files/SM3OW3_0%2B1_20160724_220000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802038","audio/x-wav","Soundscape","2016-07-24","0.9166666666666666","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/14970","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"14971","3f: 24/07/16: 2300: Sandstone: 3","","https://bio.acousti.ca/sites/default/files/SM3OW3_0%2B1_20160724_230000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802038","audio/x-wav","Soundscape","2016-07-24","0.9583333333333334","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/14971","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"14972","3g: 25/07/16: 0000: Sandstone: 3","","https://bio.acousti.ca/sites/default/files/SM3OW3_0%2B1_20160725_000000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802038","audio/x-wav","Soundscape","2016-07-25","0","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/14972","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"14973","3h: 25/07/16: 0100: Sandstone: 3","","https://bio.acousti.ca/sites/default/files/SM3OW3_0%2B1_20160725_010000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802038","audio/x-wav","Soundscape","2016-07-25","0.04166666666666666","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/14973","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"14974","3i: 25/07/16: 0200: Sandstone: 3","","https://bio.acousti.ca/sites/default/files/SM3OW3_0%2B1_20160725_020000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802038","audio/x-wav","Soundscape","2016-07-25","0.08333333333333333","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/14974","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"14975","3j: 25/07/16: 0300: Sandstone: 3","","https://bio.acousti.ca/sites/default/files/SM3OW3_0%2B1_20160725_030000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802038","audio/x-wav","Soundscape","2016-07-25","0.125","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/14975","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"14976","3k: 25/07/16: 0400: Sandstone: 3","","https://bio.acousti.ca/sites/default/files/SM3OW3_0%2B1_20160725_040000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802038","audio/x-wav","Soundscape","2016-07-25","0.1666666666666667","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/14976","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"14977","3l: 25/07/16: 0500: Sandstone: 3","","https://bio.acousti.ca/sites/default/files/SM3OW3_0%2B1_20160725_050000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802038","audio/x-wav","Soundscape","2016-07-25","0.2083333333333333","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/14977","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"14978","4a: 25/07/16: 1800: Sandstone: 3","","https://bio.acousti.ca/sites/default/files/SM3OW3_0%2B1_20160725_180000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802038","audio/x-wav","Soundscape","2016-07-25","0.75","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/14978","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"14979","4b: 25/07/16: 1900: Sandstone: 3","","https://bio.acousti.ca/sites/default/files/SM3OW3_0%2B1_20160725_190000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802038","audio/x-wav","Soundscape","2016-07-25","0.7916666666666666","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/14979","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"14980","4c: 25/07/16: 2000: Sandstone: 3","","https://bio.acousti.ca/sites/default/files/SM3OW3_0%2B1_20160725_200000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802038","audio/x-wav","Soundscape","2016-07-25","0.8333333333333334","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/14980","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"14981","4d: 25/07/16: 2100: Sandstone: 3","","https://bio.acousti.ca/sites/default/files/SM3OW3_0%2B1_20160725_210000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802038","audio/x-wav","Soundscape","2016-07-25","0.875","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/14981","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"14982","4e: 25/07/16: 2200: Sandstone: 3","","https://bio.acousti.ca/sites/default/files/SM3OW3_0%2B1_20160725_220000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802038","audio/x-wav","Soundscape","2016-07-25","0.9166666666666666","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/14982","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"14983","4f: 25/07/16: 2300: Sandstone: 3","","https://bio.acousti.ca/sites/default/files/SM3OW3_0%2B1_20160725_230000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802038","audio/x-wav","Soundscape","2016-07-25","0.9583333333333334","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/14983","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"14984","4g: 26/07/16: 0000: Sandstone: 3","","https://bio.acousti.ca/sites/default/files/SM3OW3_0%2B1_20160726_000000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802038","audio/x-wav","Soundscape","2016-07-26","0","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/14984","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"14985","4h: 26/07/16: 0100: Sandstone: 3","","https://bio.acousti.ca/sites/default/files/SM3OW3_0%2B1_20160726_010000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802038","audio/x-wav","Soundscape","2016-07-26","0.04166666666666666","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/14985","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"14986","4i: 26/07/16: 0200: Sandstone: 3","","https://bio.acousti.ca/sites/default/files/SM3OW3_0%2B1_20160726_020000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802038","audio/x-wav","Soundscape","2016-07-26","0.08333333333333333","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/14986","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"14987","4j: 26/07/16: 0300: Sandstone: 3","","https://bio.acousti.ca/sites/default/files/SM3OW3_0%2B1_20160726_030000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802038","audio/x-wav","Soundscape","2016-07-26","0.125","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/14987","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"14988","4k: 26/07/16: 0400: Sandstone: 3","","https://bio.acousti.ca/sites/default/files/SM3OW3_0%2B1_20160726_040000.wav","Hannah O'Sullivan","2016-10-10 14:46","10.91 MB","11444224","audio/x-wav","Soundscape","2016-07-26","0.1666666666666667","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/14988","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"14989","4l: 26/07/16: 0500: Sandstone: 3","","https://bio.acousti.ca/sites/default/files/SM3OW3_0%2B1_20160726_050000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802038","audio/x-wav","Soundscape","2016-07-26","0.2083333333333333","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/14989","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"14990","5a: 26/07/16: 1800: Sandstone: 3","","https://bio.acousti.ca/sites/default/files/SM3OW3_0%2B1_20160726_180000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802038","audio/x-wav","Soundscape","2016-07-26","0.75","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/14990","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"14991","5b: 26/07/16: 1900: Sandstone: 3","","https://bio.acousti.ca/sites/default/files/SM3OW3_0%2B1_20160726_190000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802038","audio/x-wav","Soundscape","2016-07-26","0.7916666666666666","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/14991","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"14992","5c: 26/07/16: 2000: Sandstone: 3","","https://bio.acousti.ca/sites/default/files/SM3OW3_0%2B1_20160726_200000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802038","audio/x-wav","Soundscape","2016-07-26","0.8333333333333334","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/14992","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"14993","5d: 26/07/16: 2100: Sandstone: 3","","https://bio.acousti.ca/sites/default/files/SM3OW3_0%2B1_20160726_210000.wav","Hannah O'Sullivan","2016-10-10 14:46","25.98 MB","27238400","audio/x-wav","Soundscape","2016-07-26","0.875","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/14993","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"14994","5e: 26/07/16: 2200: Sandstone: 3","","https://bio.acousti.ca/sites/default/files/SM3OW3_0%2B1_20160726_220000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802038","audio/x-wav","Soundscape","2016-07-26","0.9166666666666666","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/14994","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"14995","5f: 26/07/16: 2300: Sandstone: 3","","https://bio.acousti.ca/sites/default/files/SM3OW3_0%2B1_20160726_230000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802038","audio/x-wav","Soundscape","2016-07-26","0.9583333333333334","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/14995","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"14996","5g: 27/07/16: 0000: Sandstone: 3","","https://bio.acousti.ca/sites/default/files/SM3OW3_0%2B1_20160727_000000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802038","audio/x-wav","Soundscape","2016-07-27","0","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/14996","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"14997","5h: 27/07/16: 0100: Sandstone: 3","","https://bio.acousti.ca/sites/default/files/SM3OW3_0%2B1_20160727_010000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802038","audio/x-wav","Soundscape","2016-07-27","0.04166666666666666","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/14997","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"14998","5i: 27/07/16: 0200: Sandstone: 3","","https://bio.acousti.ca/sites/default/files/SM3OW3_0%2B1_20160727_020000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802038","audio/x-wav","Soundscape","2016-07-27","0.08333333333333333","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/14998","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"14999","5j: 27/07/16: 0300: Sandstone: 3","","https://bio.acousti.ca/sites/default/files/SM3OW3_0%2B1_20160727_030000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802038","audio/x-wav","Soundscape","2016-07-27","0.125","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/14999","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"15000","5k: 27/07/16: 0400: Sandstone: 3","","https://bio.acousti.ca/sites/default/files/SM3OW3_0%2B1_20160727_040000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802038","audio/x-wav","Soundscape","2016-07-27","0.1666666666666667","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/15000","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"15001","5l: 27/07/16: 0500: Sandstone: 3","","https://bio.acousti.ca/sites/default/files/SM3OW3_0%2B1_20160727_050000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802038","audio/x-wav","Soundscape","2016-07-27","0.2083333333333333","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/15001","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"15002","1a: 22/07/16: 1800: Sandstone: 4","","https://bio.acousti.ca/sites/default/files/SM3OW4_0%2B1_20160722_180000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802022","audio/x-wav","Soundscape","2016-07-22","0.75","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/15002","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"15003","1b: 22/07/16: 1900: Sandstone: 4","","https://bio.acousti.ca/sites/default/files/SM3OW4_0%2B1_20160722_190000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802022","audio/x-wav","Soundscape","2016-07-22","0.7916666666666666","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/15003","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"15004","1c: 22/07/16: 2000: Sandstone: 4","","https://bio.acousti.ca/sites/default/files/SM3OW4_0%2B1_20160722_200000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802022","audio/x-wav","Soundscape","2016-07-22","0.8333333333333334","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/15004","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"15005","1d: 22/07/16: 2100: Sandstone: 4","","https://bio.acousti.ca/sites/default/files/SM3OW4_0%2B1_20160722_210000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802022","audio/x-wav","Soundscape","2016-07-22","0.875","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/15005","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"15006","1e: 22/07/16: 2200: Sandstone: 4","","https://bio.acousti.ca/sites/default/files/SM3OW4_0%2B1_20160722_220000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802022","audio/x-wav","Soundscape","2016-07-22","0.9166666666666666","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/15006","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"15007","1f: 22/07/16: 2300: Sandstone: 4","","https://bio.acousti.ca/sites/default/files/SM3OW4_0%2B1_20160722_230000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802022","audio/x-wav","Soundscape","2016-07-22","0.9583333333333334","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/15007","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"15008","1g: 23/07/16: 0000: Sandstone: 4","","https://bio.acousti.ca/sites/default/files/SM3OW4_0%2B1_20160723_000000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802022","audio/x-wav","Soundscape","2016-07-23","0","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/15008","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"15009","1h: 23/07/16: 0100: Sandstone: 4","","https://bio.acousti.ca/sites/default/files/SM3OW4_0%2B1_20160723_010000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802022","audio/x-wav","Soundscape","2016-07-23","0.04166666666666666","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/15009","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"15010","1i: 23/07/16: 0200: Sandstone: 4","","https://bio.acousti.ca/sites/default/files/SM3OW4_0%2B1_20160723_020000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802022","audio/x-wav","Soundscape","2016-07-23","0.08333333333333333","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/15010","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"15011","1j: 23/07/16: 0300: Sandstone: 4","","https://bio.acousti.ca/sites/default/files/SM3OW4_0%2B1_20160723_030000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802022","audio/x-wav","Soundscape","2016-07-23","0.125","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/15011","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"15012","1k: 23/07/16: 0400: Sandstone: 4","","https://bio.acousti.ca/sites/default/files/SM3OW4_0%2B1_20160723_040000.wav","Hannah O'Sullivan","2016-10-10 14:46","27.47 MB","28802022","audio/x-wav","Soundscape","2016-07-23","0.1666666666666667","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/15012","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"15013","1l: 23/07/16: 0500: Sandstone: 4","","https://bio.acousti.ca/sites/default/files/SM3OW4_0%2B1_20160723_050000.wav","Hannah O'Sullivan","2016-10-10 14:50","27.47 MB","28802022","audio/x-wav","Soundscape","2016-07-23","0.2083333333333333","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/15013","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"15014","2a: 23/07/16: 1800: Sandstone: 4","","https://bio.acousti.ca/sites/default/files/SM3OW4_0%2B1_20160723_180000.wav","Hannah O'Sullivan","2016-10-10 14:50","27.47 MB","28802022","audio/x-wav","Soundscape","2016-07-23","0.75","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/15014","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"15015","2b: 23/07/16: 1900: Sandstone: 4","","https://bio.acousti.ca/sites/default/files/SM3OW4_0%2B1_20160723_190000.wav","Hannah O'Sullivan","2016-10-10 14:50","27.47 MB","28802022","audio/x-wav","Soundscape","2016-07-23","0.7916666666666666","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/15015","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"15016","2c: 23/07/16: 2000: Sandstone: 4","","https://bio.acousti.ca/sites/default/files/SM3OW4_0%2B1_20160723_200000.wav","Hannah O'Sullivan","2016-10-10 14:50","27.47 MB","28802022","audio/x-wav","Soundscape","2016-07-23","0.8333333333333334","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/15016","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"15017","2d:23/07/16: 2100: Sandstone: 4","","https://bio.acousti.ca/sites/default/files/SM3OW4_0%2B1_20160723_210000.wav","Hannah O'Sullivan","2016-10-10 14:50","27.47 MB","28802022","audio/x-wav","Soundscape","2016-07-23","0.875","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/15017","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"15018","2e: 23/07/16: 2200: Sandstone: 4","","https://bio.acousti.ca/sites/default/files/SM3OW4_0%2B1_20160723_220000.wav","Hannah O'Sullivan","2016-10-10 14:50","27.47 MB","28802022","audio/x-wav","Soundscape","2016-07-23","0.9166666666666666","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/15018","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"15019","2f: 23/07/16: 2300: Sandstone: 4","","https://bio.acousti.ca/sites/default/files/SM3OW4_0%2B1_20160723_230000.wav","Hannah O'Sullivan","2016-10-10 14:50","22.17 MB","23248896","audio/x-wav","Soundscape","2016-07-23","0.9583333333333334","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/15019","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"15020","2g: 24/07/16: 0000: Sandstone: 4","","https://bio.acousti.ca/sites/default/files/SM3OW4_0%2B1_20160724_000000.wav","Hannah O'Sullivan","2016-10-10 14:50","27.47 MB","28802022","audio/x-wav","Soundscape","2016-07-24","0","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/15020","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"15021","2h: 24/07/16: 0100: Sandstone: 4","","https://bio.acousti.ca/sites/default/files/SM3OW4_0%2B1_20160724_010000.wav","Hannah O'Sullivan","2016-10-10 14:50","27.47 MB","28802022","audio/x-wav","Soundscape","2016-07-24","0.04166666666666666","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/15021","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"15022","2i: 24/07/16: 0200: Sandstone: 4","","https://bio.acousti.ca/sites/default/files/SM3OW4_0%2B1_20160724_020000.wav","Hannah O'Sullivan","2016-10-10 14:50","27.47 MB","28802022","audio/x-wav","Soundscape","2016-07-24","0.08333333333333333","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/15022","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"15023","2j: 24/07/16: 0300: Sandstone: 4","","https://bio.acousti.ca/sites/default/files/SM3OW4_0%2B1_20160724_030000.wav","Hannah O'Sullivan","2016-10-10 14:50","27.47 MB","28802022","audio/x-wav","Soundscape","2016-07-24","0.125","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/15023","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
"15024","2k: 24/07/16: 0400: Sandstone: 4","","https://bio.acousti.ca/sites/default/files/SM3OW4_0%2B1_20160724_040000.wav","Hannah O'Sullivan","2016-10-10 14:50","27.47 MB","28802022","audio/x-wav","Soundscape","2016-07-24","0.1666666666666667","300","","","","","https://creativecommons.org/licenses/by/4.0/","https://bio.acousti.ca/node/15024","SM3","Hannah O'Sullivan","GY","Sandstone","24000","stereo"
