"id","type","title","author","editor","year","month","journal","booktitle","series","howpublished","volume","number","pages","chapter","edition","publisher","organization","institution","school","address","type_of_work","note","isbn","issn","doi","url","attachments","keywords","abstract","type_name","journal_abbreviation","pmid","info_url"
"11959","phdthesis","Incipient Speciation In The Meadow Grasshopper, Chorthippus parallelus (Orthoptera: Acrididae).","Nicola S. Flanagan","","1997","","","","","","PhD","","","","","","","","University of East Anglia","Norwich, UK","","","","","","","","","<p>This thesis examines the evolutionary divergence between northern European and Italian populations of Chorthippus parallelus. Several differing approaches were taken, which identified the inception of various components of the speciation process between these parapatric populations which meet in the Alps.</p>

<p>Firstly, partial post-zygotic reproductive isolation was demonstrated using hybrid crosses. The male hybrid offspring of both reciprocal crosses were sterile, displaying severe testicular dysfunction, while the female hybrids showed no deleterious effects of hybridisation. In this grasshopper the males are the heterogametic sex, possessing a single X chromosome, and so this pattern of hybrid sterility conforms to Haldane's rule. Secondly, investigation of the calling song of the male grasshopper, a component of the mate recognition system, suggested the presence of pre-mating reproductive isolation. Males from the different races were found to sing calling song of a significantly different structure. Finally, examination of DNA sequence divergence in a mitochondrial DNA marker demonstrated Significant levels of genetic differentiation between the races. This population divergence and incipient reproductive isolation parallels that found between the north European and Iberian populations of this grasshopper, and provides further evidence that the divergent geographical races have resulted from allopatric divergence while in isolated refugial populations during the glacial periods of thePleistocene Epoch.</p>

<p>These approaches were repeated to investigate genetic divergence between localised populations within the Italian peninsula. No hybrid dysfunction was observed between these populations, suggesting that they are recently derived from one continuous population. This was probably the refugial population of the last ice-age. Additionally, investigation with the mtDNA marker gave preliminary evidence for population expansion from the south to the north of Italy. Interestingly, the male calling song was Significantly different in populations from the north and the south of Italy, suggesting that a component of pre-mating reproductive isolation may have evolved prior to post-mating isolation in allopatric populations of C. parallelus.</p>","Thesis","","","https://bio.acousti.ca/node/11959"
"12037","book","Katydids of Costa Rica: Vol. 1. Systematics and bioacoustics of the cone-head katydids","","","2000","","","","","","","","164 + CD","","","The Orthopterists' Society","","","","Philadelphia","","","","","","","","","","Book","","","https://bio.acousti.ca/node/12037"
"12063","article","Seewave, a free modular tool for sound analysis and synthesis","Sueur, Jerome; Aubin, Thierry; Simonis, Caroline","","2008","","Bioacoustics","","","","18","2","213 - 226","","","","","","","","","","","0952-4622","10.1080/09524622.2008.9753600","http://www.tandfonline.com/doi/abs/10.1080/09524622.2008.9753600","","","<p>We review Seewave, new software for analysing and synthesizing sounds. Seewave is free and works on a wide variety of operating systems as an extension of the R operating environment. Its current 67 functions allow the user to achieve time, amplitude and frequency analyses, to estimate quantitative differences between sounds, and to generate new sounds for playback experiments. Thanks to its implementation in the R environment, Seewave is fully modular. All functions can be combined for complex data acquisition and graphical output, they can be part of important scripts for batch processing and they can be modified ad libitum. New functions can also be written, making Seewave a truly open-source tool.</p>
","Journal Article","Bioacoustics","","https://bio.acousti.ca/node/12063"
"12075","techreport","Speckled Bush Cricket Data Logger - Project Report","Bennett, Wil; E. David Chesmore; Edward Baker","","2015","","","","figshare","","","","","","","","","","","","","","","","10.6084/m9.figshare.1430094","","https://bio.acousti.ca/sites/default/files/SBC%20Data%20Logger%20Project%20Report%20Final.pdf","","<p>This report summarises work carried out on the Speckled Bush Cricket data logger project by Wil Bennett and Dave Chesmore at the University of York and Ed Baker at the Natural History Museum, who together designed and constructed - at the time of writing - a total of ten data logging devices to monitor the presence of Leptophyes punctatissima and other environmental variables such as temperature and humidity. This document summarises the capabilities and functionality of these devices, and comprehensively documents correct operational procedure for deploying the devices in the field.</p>
","Report","","","https://bio.acousti.ca/node/12075"
"12235","book","Grasshoppers, Crickets & Cockroaches of the British Isles","D. R. Ragge","","1965","","","","","","","","","","","","","","","","","","","","","","","","","Book","","","https://bio.acousti.ca/node/12235"
"12288","article","Bornean treefrogs of the genus <em>Philatus</em> (Rhacophoridae)","Dring, Julian C.","","1987","","Amphibia-Reptilia","","","","8","","19-47","","","","","","","","","","","","10.1163/156853887X00036","","","","<p>Bornean <em>Philatus</em> are placed in ten species of four species-groups: the <em>hosei</em>-group includes <em>hosei</em> (Boulenger) and <em>ingeri</em> sp. n.; the <em>vermiculatus</em>-group, <em>acutus</em> sp. n. and <em>kerangae</em> sp. n.; the <em>tectus</em>-group, <em>tectus</em> sp. n.; the <em>aurifasciatus</em>-group, <em>amoenus</em> Smith, <em>longicrus</em> (Boulenger), <em>mjobergi</em> Smith, <em>petersi</em> (Boulenger) and <em>umbra </em>sp. n. The taxa <em>acutirostris</em> (Peters), <em>longicrus</em>, <em>mjobergi</em> and <em>petersi</em> are removed from the synonymy of <em>aurifasciatus</em> (Schlegel).</p>
","Journal Article","","","https://bio.acousti.ca/node/12288"
"12290","article","The systematics and zoogeography of the Amphibia of Borneo","Inger, R. F.","","1966","","Fieldiana, Zool.","","","","52","","1-104","","","","","","","","","","","","","","","","","Journal Article","","","https://bio.acousti.ca/node/12290"
"12291","article","Organisation of communities of frogs along rainforest streams in Sarawak","Inger, R. F.","","1969","","J. Anim. Ecol.","","","","38","","123-148","","","","","","","","","","","","","","","","","Journal Article","","","https://bio.acousti.ca/node/12291"
"12299","article","Some new frogs from Sarawak","Dring, Julian C.","","1984","","Amphibia-Reptilia","","","","4","2","103 - 115","","","","","","","","","","","0173-5373","10.1163/156853883X00021","http://booksandjournals.brillonline.com/content/10.1163/156853883x00021","","","<p>Four new frogs are described from the Gunung Mulu National Park, Sarawak: <em>Ansonia torrentis</em> and <em>pelophryne api</em> (Bufonidae), <em>Kalophrynus nubicola</em> (Microhylidae), and <em>Rhacophorus kajau</em> (Rhacophoridae).</p>
","Journal Article","","","https://bio.acousti.ca/node/12299"
"12318","article","Frogs of the genus <em>Leptobrachella</em> (Pelobatidae)","Dring, Julian C.","","1983","","Amphibia-Reptilia","","","","4","2","89 - 102","","","","","","","","","","","0173-5373","10.1163/156853883X00012","http://booksandjournals.brillonline.com/content/10.1163/156853883x00012","","","<p>Six species are recognized: from Borneo, <em>L. baluensis</em> SMITH, <em>L. mjobergi</em> SMITH, <em>L. parva </em>sp.n. and <em>L. brevicrus</em> sp. n.; from the Bunguran Islands, <em>L. natunae</em> (GUNTHER) and <em>L. serasanae</em> sp. n. Calls of the Bornean species are described.</p>
","Journal Article","","","https://bio.acousti.ca/node/12318"
