"traitID","taxonID","Taxonomic name","Trait","Ontology Link","Value","Call Type","Sex","Temperature","Reference","Cascade","Annotation ID"
"36092","2385","Phaloria","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36093","2386","Phaloria Phaloria anapina","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36094","2383","Phaloriinae","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36095","2384","Phaloriini","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36096","226","Phaneroptera","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36097","415","Phaneroptera Phaneroptera brevis","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36098","1647","Phaneroptera Phaneroptera cleomis","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36099","414","Phaneroptera Phaneroptera falcata","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36100","2457","Phaneroptera Phaneroptera gracilis","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36101","4470","Phaneroptera Phaneroptera myllocerca","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36102","227","Phaneroptera Phaneroptera nana","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36103","2398","Phisidini","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36104","2971","Phlesirtes","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36105","2972","Phlesirtes elgonensis","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36106","2973","Phlesirtes githunguri","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36107","2974","Phlesirtes gladiolus","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36108","2975","Phlesirtes keniensis","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36109","4579","Phlesirtes kibonotensis","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36110","4582","Phlesirtes kilimandjaricus","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36111","2976","Phlesirtes limuru","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36112","2977","Phlesirtes melanocercus","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36113","2978","Phlesirtes merumontanus","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36114","2979","Phlesirtes ngongensis","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36115","2980","Phlesirtes ngorongoroensis","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36116","2981","Phlesirtes timboroa","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36117","115","Pholidoptera","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36118","217","Pholidoptera aptera","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36119","1986","Pholidoptera aptera aptera","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36120","167","Pholidoptera dalmatica maritima","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36121","348","Pholidoptera fallax","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36122","499","Pholidoptera femorata","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36123","116","Pholidoptera griseoaptera","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36124","894","Pholidoptera littoralis","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36125","895","Pholidoptera littoralis insubrica","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36126","1217","Pholidopterini","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36127","2604","Phonarellus Phonarellus ritsemae","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36128","2441","Phricta","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36129","2440","Phrictini","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36130","1212","Phyllomimini","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36131","451","Phyllomimus","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36132","452","Phyllomimus ?inversus","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36133","3538","Phyllopalpus","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36134","3539","Phyllopalpus pulchellus","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36135","2436","Phyllophorella","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36136","4494","Phylloptera","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36137","3537","Phylloscyrtini","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36138","410","Phyllozelus","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36139","411","Phyllozelus sp.","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36140","4620","Plagiostira","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36141","4621","Plagiostira albonotata","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36142","4619","Plagiostirini","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36143","897","Plangia graminea","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36144","4592","Plangia multimaculata","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36145","4591","Plangia satiscaerulea","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36146","1687","Plastocorypha ituriana","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36147","1213","Platycleidini","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36148","204","Platycleis affinis","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36149","1918","Platycleis affinis affinis","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36150","208","Platycleis albopunctata","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36151","1915","Platycleis albopunctata albopunctata","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36152","301","Platycleis albopunctata grisea","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36153","1916","Platycleis albopunctata monticola","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36154","297","Platycleis falx","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36155","1919","Platycleis falx laticauda","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36156","228","Platycleis grisea","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36157","2564","Platycleis grisea occidentalis","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36158","299","Platycleis iberica","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36159","304","Platycleis incerta","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36160","165","Platycleis intermedia","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36161","1917","Platycleis intermedia intermedia","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36162","305","Platycleis macedonica","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36163","891","Platycleis montana","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36164","307","Platycleis nigromarginata","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36165","306","Platycleis nigrosignata","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36166","298","Platycleis parnassica","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36167","300","Platycleis romana","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36168","126","Platycleis sabulosa","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36169","206","Platycleis sepium","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36170","302","Platycleis sp. near panaetolokon","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36171","4828","Platycleis striata","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36172","225","Platycleis stricta","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36173","303","Platycleis tenuis","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36174","150","Platycleis tessellata","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36175","925","Platycleis veyseli","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36176","4501","Platyphyllini","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36177","196","Platystolus faberi","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36178","476","Platystolus martinezi","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36179","1206","Pleminiini","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36180","776","Podacanthophorus alas","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36181","561","Podoscirtinae","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36182","2379","Podoscirtini","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36183","393","Poecilimon Poecilimon affinis","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36184","400","Poecilimon Poecilimon jonicus jonicus","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36185","4557","Poecilimon Poecilimon luschani birandi","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36186","4555","Poecilimon Poecilimon luschani chobanovi","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36187","4556","Poecilimon Poecilimon luschani luschani","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36188","2461","Polichne parvicauda","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36189","4822","Polionemobius","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36190","4823","Polionemobius taprobanensis","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36191","444","Polysarcus denticauda","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36192","443","Polysarcus scutatus","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36193","3394","Ponca","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36194","3395","Ponca hebardi","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36195","3396","Ponca venosa","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36196","3274","Pristoceuthophilini","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36197","3275","Pristoceuthophilus","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36198","3312","Prolaupala","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36199","3313","Prolaupala kukui","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36200","591","Prophalangopsidae","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36201","2322","Psacadonotus","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36202","2390","Psacadonotus kenkulun","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36203","2324","Psacadonotus psithyros","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36204","2389","Psacadonotus robustus","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36205","2388","Psacadonotus seriatus","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36206","2323","Psacadonotus viridis","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36207","2055","Pseudomogoplistes squamiger","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36208","2056","Pseudomogoplistes vicentae","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36209","2057","Pseudomogoplistes vicentae septentrionalis","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36210","1209","Pseudophyllini","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36211","4875","Pseudorhynchus japonicus","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36212","936","Pseudorhynchus lanceolatus","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36213","432","Pseudorhynchus lessonii","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36214","2430","Pseudorhynchus mimeticus","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36215","937","Pseudorhynchus robustus","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36216","723","Psorodonotus fieberi","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36217","508","Psorodonotus illyricus macedonicus","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36218","1247","Psorodonotus macedonicus","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36219","3339","Pteronemobiini","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36220","4824","Pteronemobius Pteronemobius gifuensis","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36221","1689","Pteronemobius Pteronemobius heydenii","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36222","2035","Pteronemobius Pteronemobius heydenii heydenii","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36223","3343","Pteronemobius Pteronemobius ohmachii","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36224","2036","Pteronemobius Stilbonemobius lineolatus","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36225","2361","Pteronemobius Stilbonemobius monochromus","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36226","2362","Pteronemobius unicolor","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36227","3497","Pterophylla","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36228","3498","Pterophylla Pterophylla camellifolia","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36229","1208","Pterophyllini","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36230","144","Pycnogaster","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36231","422","Pycnogaster Pycnogaster cucullatus","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36232","423","Pycnogaster Bradygaster inermis","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36233","145","Pycnogaster Pycnogaster jugicola","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36234","424","Pycnogaster Bradygaster sanchezgomezi","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36235","3500","Pyrgocorypha uncinata","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36236","2403","Requena","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36237","2404","Requena verticalis","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36238","2402","Requenini","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36239","2004","Rhacocleis annulata","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36240","2002","Rhacocleis bonfilsi","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36241","2001","Rhacocleis corsicana","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36242","461","Rhacocleis distinguenda","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36243","464","Rhacocleis edentata","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36244","465","Rhacocleis ferdinandi","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36245","210","Rhacocleis germanica","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36246","460","Rhacocleis insularis","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36247","466","Rhacocleis neglecta","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36248","2003","Rhacocleis poneli","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36249","462","Rhacocleis sp.","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36250","4726","Rhacocleis werneri","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36251","1929","Rhaphidophoridae","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36252","1928","Rhaphidophoroidea","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36253","1923","Roeseliana azami","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36254","1924","Roeseliana azami azami","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36255","1925","Roeseliana azami minor","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36256","1227","Roeseliana fedtschenkoi","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36257","1226","Roeseliana roeselii","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36258","2537","Ruspolia consobrina","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36259","933","Ruspolia differens","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36260","2567","Ruspolia exigua","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36261","1703","Ruspolia flavovirens","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36262","1699","Ruspolia fuscopunctata","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36263","2431","Ruspolia marshallae","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36264","542","Ruspolia nitidula","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36265","934","Ruspolia paraplesia","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36266","1702","Ruspolia paraplesia mpangae","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36267","2566","Ruspolia paraplesia paraplesia","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36268","935","Ruspolia persimilis","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36269","1700","Ruspolia ruthae","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36270","1701","Ruspolia ruthae ruthae","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36271","1183","Sabaterpia taeniata","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36272","404","Saga","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36273","1642","Saga campbelli","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36274","1643","Saga campbelli campbelli","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36275","1644","Saga campbelli gracilis","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36276","1669","Saga cappadocica","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36277","1668","Saga ephippigera","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36278","405","Saga gracilipes","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36279","3201","Saga gracilis","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36280","406","Saga hellenica","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36281","407","Saga natoliae","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36282","722","Saga ornata","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36283","2005","Saga pedo","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36284","1646","Saga rammei","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36285","1645","Saga rhodiensis","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36286","2373","Salmanites","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36287","2374","Salmanites allaris","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36288","2375","Salmanites wittilliko","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36289","4608","Sathrophyllia","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36290","4609","Sathrophyllia fuliginosa","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36291","503","Scapisipedus ?marginatus","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36292","4854","Scapsipedus marginatus","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36293","2517","Scapteriscinae","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36294","2518","Scapteriscini","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
"36295","3286","Scapteriscus","Crepitation (Presence)","https://vocab.audioblast.org/CrepitationPresence","Absent","","Male; Female","","","0",""
